x,px,y,py,t,pt
1.48868554851e-05,0.000197538497333,0.000273213893274,-0.000164157627232,1.99836886833e-10,0.243879863167
0.000108104699325,-0.000128250689634,0.00014914830502,0.000211652490558,-5.41642628954e-10,-0.291857919141
-6.37796773899e-05,0.000121797865302,-0.000145296998086,-0.000176200702182,1.40570314308e-10,0.103756032857
-0.000122107520857,2.70314528938e-05,0.000244796152348,-8.48534266631e-05,5.03793227236e-10,-0.103787098581
5.5778806377e-05,0.000213626018885,-0.000259162056147,-0.000151368729324,-9.81533015947e-10,-0.198249934161
-0.000106669943382,8.83798456754e-05,-0.000105152384009,5.45122101062e-05,-4.44570286142e-10,0.0792387585311
0.00013626451914,-0.000101943919588,-0.00016264029457,0.000106156453307,2.66570066201e-10,-0.700020051828
3.40362063312e-05,-4.46983938548e-05,0.000141740477142,-3.82665198118e-05,-3.72074732473e-10,-0.101889673944
0.000222853585873,-6.29559825733e-05,4.47635397688e-05,-8.64058803326e-05,1.7074918256e-10,0.360258828905
0.000110923821152,-6.93607109599e-05,0.000120360776256,-0.000159593627137,1.79677221647e-10,-0.301874878264
-0.000308647606952,-0.000188197449137,-0.000165234080156,0.00012074321794,-6.58662450689e-11,0.530568131683
4.46065484501e-05,-6.54499241722e-06,0.000164838829648,4.95516878759e-05,-2.33803773361e-10,-0.603571687212
-6.87883444485e-05,0.00010328869431,-0.000168037259093,-0.00022308791039,9.79372457047e-11,-0.583385524772
2.70951143013e-05,0.000188312393057,0.000118691259134,7.98693774631e-06,-9.26909540298e-11,0.644800354806
5.61872339245e-06,-0.000176760974073,-4.80523399453e-05,2.34135341111e-05,-8.11810874256e-11,0.315414662667
7.95662083761e-05,0.000178219287841,-7.92331251179e-05,6.67209684109e-05,5.03439346822e-11,0.624733710126
-0.000271964179267,-8.13890104702e-05,0.000233559553826,0.000263174495023,-2.00290533064e-10,-0.360241399852
0.000162349714023,-1.85167281258e-05,-3.2549242899e-06,6.91625732637e-05,3.13042457927e-10,0.580513413132
-0.0003333606154,0.00013431668491,0.000428887348349,-1.56505620739e-05,-2.38653625222e-12,1.13066907826
