x,px,y,py,t,pt
-0.000159330312124,0.000146691169892,0.000124575629969,0.000179358391253,1.5699454886e-12,-0.43604635346
-6.90350630307e-05,-0.000155484685314,-7.30198246366e-05,7.74590466034e-05,3.28305576929e-10,1.16647593978
4.18942420321e-05,0.000238746273411,0.000132864363373,0.000110049081443,2.91397400917e-10,-0.321177299672
-1.86593385427e-05,-3.33135534211e-05,0.000114242249477,-3.30183408256e-05,-7.79427359814e-11,-0.122429458849
-0.000146959890682,9.97685745062e-05,5.75266939203e-06,-3.3942081294e-05,-2.74295692318e-10,-0.172415823028
0.000263396938554,-0.000241376289319,-0.000275178018057,0.000106966780005,1.34298206182e-10,-0.258697351131
0.000148611745827,-6.43127525016e-05,0.000197836594274,-0.000116404230489,-3.72459341246e-11,0.317887781757
0.000295250622394,2.76813167312e-05,8.24335338302e-05,0.000101252253822,-1.41332606805e-11,0.511878466084
-0.000148066388451,-6.4805168584e-05,0.000191862857272,0.00018863618841,4.49176227266e-11,0.746962823089
-2.46923487521e-05,0.000128530173842,-0.000204761659519,0.000130374840343,-1.55172397852e-10,0.0366564036773
-0.000159915875625,-0.000166633049777,7.56726815687e-06,0.000169161980741,7.5396986627e-11,0.172384184633
4.28461462397e-05,0.000239419979449,-7.38459921725e-06,9.50633905789e-05,2.68121635426e-10,0.0624615939465
-0.000188765534022,0.000165549278172,-6.07108394387e-05,-0.000181868493957,2.23939274088e-10,-0.567726232537
-0.000279833365951,0.000131557924926,0.000197549355792,4.96335612305e-05,-3.93517605118e-10,-0.331799166084
0.000253757260749,-0.000166858354671,0.0002352929362,4.96420815787e-05,5.64697512852e-11,-0.480136967289
-0.000249371545681,8.79012020845e-05,0.000121941109527,-0.000123516940805,-5.71319849456e-11,-0.128914441078
1.16827153463e-05,-6.97693919175e-05,0.000248720903782,-0.000144485328684,5.53384448797e-11,-0.413812401186
-6.96991552236e-06,0.000196058365235,-7.70655212096e-06,6.21994817009e-06,6.08474514371e-11,-0.121404584325
0.000160881217528,5.17014704689e-05,3.92147030454e-05,4.22598503471e-05,4.58125207682e-10,0.181421402201
0.000127708954162,-0.00017447798769,7.41478564658e-05,0.000128445935771,4.57950369082e-10,0.226430883379
-0.000481404745755,-0.000141462901065,-7.33650064069e-05,-0.000137710580787,-2.56601519295e-10,-0.0358690271924
-9.50904338464e-06,2.0556624529e-05,0.000328061566314,-0.000224545539184,5.15863817297e-10,-0.490837684774
-5.5849499109e-06,-0.000344073429677,-0.000106279793353,8.44481750514e-05,-2.70309240294e-10,-0.609142569706
4.29175493085e-05,7.15942744586e-05,-0.000146220481466,5.77111332722e-05,-2.97727701743e-10,0.177420740095
0.000177619051333,-3.94394290349e-05,1.17951178121e-05,-0.000149238423223,-7.7086404122e-11,-0.273276728833
3.20190246864e-06,-0.000346539980164,-7.77813017833e-08,7.36850430065e-05,1.05117905665e-10,0.145874231895
0.000263690800447,0.000214168384357,-7.59948090801e-05,-8.15297326166e-05,1.32252473777e-10,-0.810698323937
3.3621964241e-05,7.4757425257e-05,2.26888615355e-05,5.72790147421e-05,1.00495838287e-10,-0.563668871702
-0.000100742746365,6.60497733237e-05,-5.53067327562e-05,-5.16082005432e-05,-7.75178790994e-11,-0.525444814729
2.77284151036e-05,-4.74524297899e-05,0.000144568959643,-0.000330265811649,-2.88961878884e-10,0.490540109834
0.00011292506652,0.000192687775994,-0.000129496542375,8.21002187277e-05,6.0031762158e-11,-0.481453506076
3.50604783765e-05,-0.000288304432161,-2.14584723427e-05,0.000118621181743,1.224954457e-11,0.0545835208029
-6.8583132859e-05,-0.000140677704256,5.17042876728e-05,-9.35972704984e-05,-1.61617006345e-10,-0.347909333833
-3.48623567686e-05,-6.93831560825e-05,-0.000154677852568,-0.000230913884812,3.87437104371e-11,-0.412418840963
-0.000207567066438,-6.87268341975e-05,-0.000240729166182,-2.60498377672e-05,1.32129594385e-10,-0.337014553566
0.000104068660475,-0.000227465407681,-0.000119660547624,0.000308971824048,1.48013845541e-10,0.612161411938
-0.000182643477657,4.17878624401e-05,-1.65323724731e-05,0.000242501962179,-4.23296957329e-11,-0.455562624276
0.000339141142633,1.08514482447e-05,0.000297635382369,0.000131607911407,2.25881395299e-11,-0.213819548703
-0.000313569112144,7.37072010813e-05,-5.13374320502e-05,-0.000176297503989,1.40014118752e-10,0.263075367363
-0.000135355312491,-0.0001593788117,1.26446021003e-05,0.000211025218544,-7.67595031585e-11,-1.06128803357
0.000174257039453,0.000106976190865,-3.0287487038e-05,-0.00016535819454,-1.28920920224e-11,-0.0220214251004
-0.000214357557775,0.000297425908543,-2.82637054895e-05,-0.000138366393136,-7.34993496001e-11,0.571030397433
0.000236831754894,5.00678544255e-05,3.62823576598e-05,9.01483981488e-05,-1.28165697411e-10,-0.332432298442
-2.83000738813e-05,-0.000222764111727,-0.000223562844466,-0.000117133794944,-8.86722826894e-11,-0.540492829033
0.000127510664985,0.000207736642622,7.27777802294e-05,-0.000217305900622,-1.05921359957e-10,0.890999744373
-0.000118174245752,0.000101439086111,-0.000228400696862,2.08772565405e-05,-1.57621384633e-10,0.256151228391
0.000114713664024,6.73533351057e-06,8.09940408769e-05,-0.000105305479115,1.64903815182e-10,-0.495277247665
-0.000214353427977,3.36765479153e-05,-7.80262982627e-05,-0.00042184598364,-2.54513146987e-10,-0.758367308132
0.000220400136742,-0.000106866835396,0.000125773596453,0.00026266859173,-4.39742573269e-11,0.375665793198
9.91765622065e-05,0.000323578422245,2.31176642638e-05,0.000298328013633,-7.88575444843e-11,0.0949818513679
0.000193026348445,0.000102463419867,4.91351610982e-05,0.000259233767317,2.84105561675e-10,0.553054427631
0.000182652240152,8.45440041309e-05,-7.99711568876e-06,-9.38112738724e-05,2.74733282885e-10,0.352074899328
2.76481063681e-05,0.000171659156001,-0.000270604217349,0.000263981677379,9.01435725821e-11,-0.553141201657
0.000169899466963,0.000142890712667,-0.000132578492291,-6.43630407844e-05,1.09701822058e-11,-0.720116890237
-0.000126715961958,-5.49202692939e-05,1.94425621155e-05,-9.44830485e-05,1.20575974756e-10,0.012198807648
-1.86431661065e-05,3.18188638624e-05,-6.83934004457e-06,0.000158227520045,-3.41416115095e-11,-0.109908581697
-0.000312302027757,8.15728038099e-05,0.000119211315517,-0.000137131100678,1.68760512074e-10,-0.240710953222
-1.42758287471e-05,-2.20297885001e-05,-2.76120709217e-05,-0.000476658332911,1.41127887781e-10,0.309508755099
-0.000127457285982,0.000201156193067,8.09390335169e-05,7.18884480864e-05,-9.43512057373e-11,-0.32826065145
7.90744318289e-05,3.30497380143e-05,3.65304620196e-05,0.00038188718643,4.12353201011e-11,0.632677867121
-3.27511619491e-05,-0.000186199541781,-0.000110857813103,0.000228670521204,4.27610793864e-11,0.593167149183
1.38572515933e-05,0.00031488947279,-0.000163936638195,0.000421752357136,1.86329110097e-10,0.446900127606
2.1766197996e-05,-0.000195617681784,-1.06807808652e-05,-9.19777807444e-05,-6.99138554176e-10,-0.632126531682
-0.000210615715992,2.08151905931e-06,0.000265659184825,4.23283511362e-05,1.98217747303e-12,0.0799150675319
-0.000313938559953,-0.000317315478981,0.000295755736344,0.000148028296683,-9.84734978282e-13,-0.566252714317
-3.24076026716e-05,3.59058052488e-07,2.97731606074e-07,-5.78702680582e-05,-1.89705100543e-10,0.388652111995
-0.000315961946282,-0.00013956351092,0.00010408539557,-6.70130868762e-05,-6.72346397321e-11,0.299537082233
0.000154049574955,0.000222545723735,-2.79247447135e-05,-0.000182073060784,7.6866382951e-10,-0.648109780631
0.000187804746575,-0.00011356162147,-4.11017955426e-05,-9.56237048955e-05,-5.99387990232e-11,-0.0889955733961
-0.000116026788651,-0.000174436410023,6.42619775582e-05,-0.000204016874508,5.14166416085e-11,-0.495395627508
0.000276218260684,0.000179129569844,6.71891351247e-05,1.00657251022e-05,8.04908627781e-12,0.180445006846
-0.000157647789711,-3.70069006911e-06,-7.50272184937e-05,0.000149754358269,-2.29661794906e-10,0.448224548623
4.4532175339e-05,0.000129095819055,-0.000218269779638,-5.36462012271e-05,1.05944128142e-10,-0.224488021344
-3.91127030553e-05,-6.12363126293e-05,-0.000175687868196,0.000238776958933,-1.15781382866e-10,-0.963786313894
0.000136508296289,0.000261565939165,-2.55290297025e-05,-4.83143863128e-05,9.52917241445e-12,-0.399596447793
0.000261467262828,-6.43770306041e-05,7.75566092507e-05,0.000236926197621,-1.08329005329e-10,0.264480280256
0.000330689567342,-0.000114239706937,-0.000243220282722,-3.12930778218e-05,-7.01544945659e-11,-0.643235444889
0.000138891476839,-1.02132727277e-06,-1.18720958788e-05,-0.000188075519425,-1.45056095557e-10,-0.155447724067
-0.000118258285702,0.000233809849438,5.44257533975e-05,-5.31736299766e-06,-2.40301375968e-10,0.165399756448
-0.000224427179686,-0.000205484392789,-8.14446097325e-06,0.000113206666518,-1.3182776097e-11,-0.0198654050266
-5.10610203181e-05,-2.28374627318e-05,-6.46378011502e-05,5.04100734518e-05,9.86707950095e-11,0.323804688265
-0.000146550857085,-0.000320731839519,1.71949899578e-05,0.000135786616831,-6.36987145818e-10,-0.203620630578
-0.000122207464098,0.000125282359981,-0.000119661911588,0.00015913869731,2.48745598961e-10,0.137416063684
-5.52346478015e-05,-0.000278108724615,0.000165584067415,6.77499184743e-05,-4.57971431971e-10,-1.06284032642
1.52075462854e-05,-0.000225342060712,-9.50371462065e-05,6.67792159467e-05,-3.07057024727e-10,-0.113023299768
9.23108273685e-05,4.85597877559e-06,-0.00017366350763,5.84039322987e-05,8.48986672562e-11,0.341598312037
