x,px,y,py,t,pt
5.51557995032e-06,0.000228462835994,0.000113594325087,3.01484440559e-05,-1.10406308713e-10,-0.0242114635282
-0.00010573247353,-1.35066402769e-07,0.000158854814353,1.72870239422e-05,-4.72040996439e-11,-0.573385308275
0.000223140752032,0.00010862446108,0.000353564771406,5.18434841036e-05,9.95965800924e-11,-0.131401890046
-0.000132236080957,-0.000178036466786,0.000108790147319,0.000158173684049,1.90857482665e-10,0.1300351703
0.000115698133657,-1.71423323248e-05,9.25139800601e-07,0.000166047763173,-3.17532623393e-10,0.369425208021
0.000131684402247,-0.000157242156959,-0.000169688277605,7.38029791103e-05,1.77778836922e-10,-1.12910153444
0.000167292709216,-5.12736502352e-05,0.000204387176348,0.000132683786504,2.19755806903e-11,-0.729853020046
-0.000206120254596,0.000103510423041,0.000105769094347,-0.000136005851805,1.04490008258e-10,-0.688680253747
-2.51123742451e-05,5.73116763086e-05,-0.000133976729392,-0.000144599942885,4.15554027911e-11,0.643384064318
3.11509461372e-05,5.93243837695e-05,0.000145586250074,4.92112688759e-05,2.02902671094e-10,-0.710461308419
-0.000124560687564,0.000150219648346,5.61034632928e-06,-0.000257299042081,-2.12108091791e-10,-0.0206069632349
-3.92772056404e-06,-3.67017307509e-05,0.000260399758863,8.97680108899e-05,-3.56912749318e-10,-0.173027679704
-4.59725604537e-05,4.08526971217e-05,-0.000170319018126,0.000164133392452,-2.75010320564e-10,-0.309469462189
-3.98652362414e-05,7.38035468789e-05,7.69530758443e-05,0.000207745117336,2.06706497188e-10,0.0178987393064
1.6096588747e-05,2.70239872116e-05,0.00013055906983,0.000103099997402,4.87322561972e-11,-0.782134804332
3.13385868132e-05,-0.000165008990749,-6.54615393378e-05,-4.90865999854e-05,1.29802791919e-10,-0.815794655326
7.70048249602e-05,7.98002424014e-05,-4.95010257355e-05,0.000235395680759,-3.49131257145e-10,0.872417080726
0.000135396825536,-0.0001675600053,-0.000111051275381,-0.000206760119214,-1.32139174475e-10,0.0989985846138
4.25162210928e-05,-5.49556639247e-05,-0.000189070454613,-0.000133963012671,-3.00846119742e-10,1.18137192742
6.39125337742e-06,8.82754394324e-05,0.00015782565011,-0.000103045333642,3.62680698942e-10,-0.529585923599
0.000168337011713,0.000133765004689,-0.000250955476038,-2.9836347807e-05,-1.60363844664e-10,-0.675513805885
9.42222734033e-05,0.000128658405597,0.000313918987984,5.54197582284e-05,3.67641209014e-10,-0.701402524232
-0.000206318700556,-6.8718696846e-05,-0.00022348953119,9.59173712634e-05,-1.69963528066e-10,-0.142898656334
-0.00015727153277,-4.84789194455e-05,0.000203166756996,8.29561114745e-05,-9.30396850737e-11,0.672586171251
2.50222597073e-05,0.00015074287324,-5.182849062e-05,-0.000211779932496,2.19810388282e-10,0.497263098779
-0.00018101875346,-6.62129490936e-05,-0.000109971145829,8.98011268008e-06,3.40002651114e-10,-0.532345849096
7.21207119922e-05,-0.000434831552537,-0.000214689323197,-6.51900391269e-05,-4.53132577202e-10,-0.406572375651
-9.97725478604e-05,0.000103218857732,4.50618991761e-05,-2.10025478447e-05,2.51040072505e-10,0.237227095871
9.33311184644e-05,-7.90139376942e-05,-8.09914621529e-06,0.00014390091089,-3.78755007651e-10,-0.113657503128
3.23515670818e-05,0.00011825335863,0.000370165730588,-0.000212864433657,3.41361926455e-10,0.187978236968
-0.000180454864623,-2.74302571215e-05,2.32584983002e-05,0.000176893887012,2.70129830816e-10,0.448449972698
0.000131579148088,0.000204560516759,0.000261758037938,-0.000100844179048,-1.11432060151e-10,-0.0891870214936
-1.41379254067e-05,3.05122126058e-05,0.000178233983203,6.62692693892e-05,3.57797512235e-10,0.194477593237
5.34337387824e-05,-0.000126863097039,6.06190114038e-05,-0.000239133779739,3.33654037689e-10,-0.882068999579
-2.07754254611e-05,-8.39988820233e-05,0.00013033576234,-8.13090793038e-05,2.3354056706e-10,0.443011256301
-0.000151209644205,-0.000117884750151,0.000217419550125,-0.000160992292745,-4.36404159302e-10,-1.02662666803
-2.61938557954e-05,-6.32333353477e-05,-0.000222714754591,-7.49927116275e-05,-1.00952529943e-09,0.515066249142
-0.000194545650584,0.00010330242705,-0.000153370236284,-0.000126040771503,4.70778538351e-10,-0.413357747051
7.65498596951e-05,1.70242757028e-05,-0.000160764455941,-0.000116055243337,-1.10415994738e-10,-0.513482240869
0.000203198246325,1.84094197488e-05,-5.31351706533e-05,-0.000171132789027,-6.13448120403e-11,-0.179799571772
0.000179878835583,-0.000121535766422,-0.000202513881089,-8.1466541496e-05,3.69496600567e-11,-0.316510865143
-7.10847943919e-05,4.60524649177e-05,-0.000127765321534,1.61559213852e-05,2.84793967546e-11,0.669975237805
8.45427880641e-05,-7.29259937387e-05,0.000163334867444,-0.000276882495352,3.07616186483e-10,0.879208490655
2.52127074931e-05,-0.000112499021946,0.000184721029468,-0.00012396933971,1.18746700078e-10,0.526969258044
-0.000226777060619,7.03184360353e-05,-0.000215391828614,9.0547824457e-05,1.54655679595e-10,0.820282766213
0.000249356251574,1.21463207121e-05,6.92095469758e-05,0.00020452020939,1.70110621964e-10,0.120368513134
3.91358306853e-05,-0.000102431574604,-9.97767902013e-05,3.0828320576e-05,4.13217650303e-10,0.0591690252175
7.05755684575e-05,-9.95666673379e-05,-0.000143102485313,7.74771152363e-05,-4.89485863846e-11,0.0574280457596
3.2120826143e-05,7.08085565364e-05,-0.000103665367335,0.000367310734695,-1.74563364491e-10,0.26908048499
8.14895931232e-05,8.85880941546e-05,0.000152491869876,-6.26035821446e-05,-3.63838979861e-10,0.473056953891
